run_date,entity_type,entity_key,proposed_concept_id,match_type,match_confidence,evidence,disposition
2026-07-05,amz_product,B0GJ5SJPYL,CG-0029,rule_attribute,0.60,title ~* 'tri.?ply|3.?ply|triply' in mapped category,needs_review
2026-07-05,amz_product,B0GVK81WCF,CG-0029,rule_attribute,0.60,title ~* 'tri.?ply|3.?ply|triply' in mapped category,needs_review
2026-07-05,amz_product,B0GGZ1SQR9,CG-0029,rule_attribute,0.60,title ~* 'tri.?ply|3.?ply|triply' in mapped category,needs_review
2026-07-05,amz_product,B004T6M6XA,CG-0029,rule_attribute,0.60,title ~* 'tri.?ply|3.?ply|triply' in mapped category,needs_review
2026-07-05,amz_search_term,water bottle with time marker,CG-0002,rule_keyword,0.75,term ~* 'motivational water bottle|time marker' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,motivational water bottle,CG-0002,rule_keyword,0.75,term ~* 'motivational water bottle|time marker' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,charcuterie boards,CG-0003,rule_keyword,0.70,term ~* 'charcuterie' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,charcuterie cups,CG-0003,rule_keyword,0.70,term ~* 'charcuterie' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,charcuterie,CG-0003,rule_keyword,0.70,term ~* 'charcuterie' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,charcuterie boxes,CG-0003,rule_keyword,0.70,term ~* 'charcuterie' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,charcuterie accessories,CG-0003,rule_keyword,0.70,term ~* 'charcuterie' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,oil sprayer for cooking,CG-0006,rule_keyword,0.80,term ~* 'oil sprayer|oil mister' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,olive oil sprayer,CG-0006,rule_keyword,0.80,term ~* 'oil sprayer|oil mister' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,oil sprayer,CG-0006,rule_keyword,0.80,term ~* 'oil sprayer|oil mister' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,cooking oil sprayer,CG-0006,rule_keyword,0.80,term ~* 'oil sprayer|oil mister' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,olivia oil sprayer,CG-0006,rule_keyword,0.80,term ~* 'oil sprayer|oil mister' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,air fryer liners disposable,CG-0008,rule_keyword,0.85,term ~* 'air fryer liner' in last 8 weekly periods,auto_accepted
2026-07-05,amz_search_term,air fryer liners,CG-0008,rule_keyword,0.85,term ~* 'air fryer liner' in last 8 weekly periods,auto_accepted
2026-07-05,amz_search_term,ninja air fryer liners,CG-0008,rule_keyword,0.85,term ~* 'air fryer liner' in last 8 weekly periods,auto_accepted
2026-07-05,amz_search_term,air fryer liner,CG-0008,rule_keyword,0.85,term ~* 'air fryer liner' in last 8 weekly periods,auto_accepted
2026-07-05,amz_search_term,silicone air fryer liners,CG-0008,rule_keyword,0.85,term ~* 'air fryer liner' in last 8 weekly periods,auto_accepted
2026-07-05,amz_search_term,dupasu electric lunch box food warmer 100w heated,CG-0009,rule_keyword,0.85,term ~* 'electric lunch box|lunch warmer' in last 8 weekly periods,auto_accepted
2026-07-05,amz_search_term,electric lunch box,CG-0009,rule_keyword,0.85,term ~* 'electric lunch box|lunch warmer' in last 8 weekly periods,auto_accepted
2026-07-05,amz_search_term,electric lunch box for adults,CG-0009,rule_keyword,0.85,term ~* 'electric lunch box|lunch warmer' in last 8 weekly periods,auto_accepted
2026-07-05,amz_search_term,east oak cordless electric lunch box for adults,CG-0009,rule_keyword,0.85,term ~* 'electric lunch box|lunch warmer' in last 8 weekly periods,auto_accepted
2026-07-05,amz_search_term,cordless electric lunch box,CG-0009,rule_keyword,0.85,term ~* 'electric lunch box|lunch warmer' in last 8 weekly periods,auto_accepted
2026-07-05,amz_search_term,candle warmer lamp,CG-0010,rule_keyword,0.85,term ~* 'candle warmer' in last 8 weekly periods,auto_accepted
2026-07-05,amz_search_term,candle warmer,CG-0010,rule_keyword,0.85,term ~* 'candle warmer' in last 8 weekly periods,auto_accepted
2026-07-05,amz_search_term,candle warmer lamp with timer,CG-0010,rule_keyword,0.85,term ~* 'candle warmer' in last 8 weekly periods,auto_accepted
2026-07-05,amz_search_term,candle warmers,CG-0010,rule_keyword,0.85,term ~* 'candle warmer' in last 8 weekly periods,auto_accepted
2026-07-05,amz_search_term,lamp candle warmer,CG-0010,rule_keyword,0.85,term ~* 'candle warmer' in last 8 weekly periods,auto_accepted
2026-07-05,amz_search_term,meat thermometer,CG-0011,rule_keyword,0.75,term ~* 'instant read thermometer|meat thermometer' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,meat thermometer digital,CG-0011,rule_keyword,0.75,term ~* 'instant read thermometer|meat thermometer' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,digital meat thermometer,CG-0011,rule_keyword,0.75,term ~* 'instant read thermometer|meat thermometer' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,wireless meat thermometer,CG-0011,rule_keyword,0.75,term ~* 'instant read thermometer|meat thermometer' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,instant read meat thermometer,CG-0011,rule_keyword,0.75,term ~* 'instant read thermometer|meat thermometer' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,meat chopper,CG-0012,rule_keyword,0.85,term ~* 'meat chopper' in last 8 weekly periods,auto_accepted
2026-07-05,amz_search_term,ground meat chopper,CG-0012,rule_keyword,0.85,term ~* 'meat chopper' in last 8 weekly periods,auto_accepted
2026-07-05,amz_search_term,meat chopper for ground beef,CG-0012,rule_keyword,0.85,term ~* 'meat chopper' in last 8 weekly periods,auto_accepted
2026-07-05,amz_search_term,meat chopper silicone,CG-0012,rule_keyword,0.85,term ~* 'meat chopper' in last 8 weekly periods,auto_accepted
2026-07-05,amz_search_term,glass food storage containers with lids,CG-0013,rule_keyword,0.75,term ~* 'glass meal prep|divided meal prep|glass food storage' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,glass meal prep containers,CG-0013,rule_keyword,0.75,term ~* 'glass meal prep|divided meal prep|glass food storage' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,glass food storage,CG-0013,rule_keyword,0.75,term ~* 'glass meal prep|divided meal prep|glass food storage' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,glass food storage containers,CG-0013,rule_keyword,0.75,term ~* 'glass meal prep|divided meal prep|glass food storage' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,rubbermaid glass food storage containers,CG-0013,rule_keyword,0.75,term ~* 'glass meal prep|divided meal prep|glass food storage' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,glass containers with bamboo lids,CG-0014,rule_keyword,0.75,term ~* 'bamboo lid' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,glass jars with bamboo lids,CG-0014,rule_keyword,0.75,term ~* 'bamboo lid' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,silicone spatula,CG-0015,rule_keyword,0.70,term ~* 'silicone utensil|silicone spatula' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,silicone spatula set,CG-0015,rule_keyword,0.70,term ~* 'silicone utensil|silicone spatula' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,silicone utensils set for cooking,CG-0015,rule_keyword,0.70,term ~* 'silicone utensil|silicone spatula' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,silicone utensils,CG-0015,rule_keyword,0.70,term ~* 'silicone utensil|silicone spatula' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,small silicone spatula,CG-0015,rule_keyword,0.70,term ~* 'silicone utensil|silicone spatula' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,fridge organizers and storage,CG-0016,rule_keyword,0.70,term ~* 'lazy susan|fridge organizer' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,lazy susan,CG-0016,rule_keyword,0.70,term ~* 'lazy susan|fridge organizer' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,lazy susan organizer for cabinet,CG-0016,rule_keyword,0.70,term ~* 'lazy susan|fridge organizer' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,lazy susan for table top,CG-0016,rule_keyword,0.70,term ~* 'lazy susan|fridge organizer' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,fridge organizer,CG-0016,rule_keyword,0.70,term ~* 'lazy susan|fridge organizer' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,bread pan,CG-0017,rule_keyword,0.65,term ~* 'bread pan|dutch oven bread|cast iron bread' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,bread pans for homemade bread,CG-0017,rule_keyword,0.65,term ~* 'bread pan|dutch oven bread|cast iron bread' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,bread pans,CG-0017,rule_keyword,0.65,term ~* 'bread pan|dutch oven bread|cast iron bread' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,baguette bread pan,CG-0017,rule_keyword,0.65,term ~* 'bread pan|dutch oven bread|cast iron bread' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,banana bread pan,CG-0017,rule_keyword,0.65,term ~* 'bread pan|dutch oven bread|cast iron bread' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,ceramic bakeware set,CG-0018,rule_keyword,0.80,term ~* 'ceramic bakeware' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,ceramic bakeware,CG-0018,rule_keyword,0.80,term ~* 'ceramic bakeware' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,drink dispenser,CG-0019,rule_keyword,0.80,term ~* 'beverage dispenser|drink dispenser' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,drink dispensers for parties,CG-0019,rule_keyword,0.80,term ~* 'beverage dispenser|drink dispenser' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,beverage dispenser,CG-0019,rule_keyword,0.80,term ~* 'beverage dispenser|drink dispenser' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,glass drink dispenser,CG-0019,rule_keyword,0.80,term ~* 'beverage dispenser|drink dispenser' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,drink dispenser for fridge,CG-0019,rule_keyword,0.80,term ~* 'beverage dispenser|drink dispenser' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,magnetic spice rack for refrigerator,CG-0020,rule_keyword,0.85,term ~* 'magnetic spice' in last 8 weekly periods,auto_accepted
2026-07-05,amz_search_term,magnetic spice rack,CG-0020,rule_keyword,0.85,term ~* 'magnetic spice' in last 8 weekly periods,auto_accepted
2026-07-05,amz_search_term,magnetic spice jars,CG-0020,rule_keyword,0.85,term ~* 'magnetic spice' in last 8 weekly periods,auto_accepted
2026-07-05,amz_search_term,mixing bowls,CG-0022,rule_keyword,0.70,term ~* 'mixing bowls' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,cook with color mixing bowls,CG-0022,rule_keyword,0.70,term ~* 'mixing bowls' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,mixing bowls with lids set,CG-0022,rule_keyword,0.70,term ~* 'mixing bowls' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,stainless steel mixing bowls,CG-0022,rule_keyword,0.70,term ~* 'mixing bowls' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,glass mixing bowls,CG-0022,rule_keyword,0.70,term ~* 'mixing bowls' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,glass drink dispenser,CG-0023,rule_keyword,0.85,term ~* 'glass drink dispenser' in last 8 weekly periods,auto_accepted
2026-07-05,amz_search_term,glass drink dispenser with stand,CG-0023,rule_keyword,0.85,term ~* 'glass drink dispenser' in last 8 weekly periods,auto_accepted
2026-07-05,amz_search_term,bento box for kids,CG-0024,rule_keyword,0.75,term ~* 'bento box|bento' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,bento box,CG-0024,rule_keyword,0.75,term ~* 'bento box|bento' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,bento box adult,CG-0024,rule_keyword,0.75,term ~* 'bento box|bento' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,bento lunch box for kids,CG-0024,rule_keyword,0.75,term ~* 'bento box|bento' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,stainless steel bento box,CG-0024,rule_keyword,0.75,term ~* 'bento box|bento' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,chicken shredder,CG-0026,rule_keyword,0.70,term ~* 'kitchen gadget set|chicken shredder' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,chicken shredder tool twist,CG-0026,rule_keyword,0.70,term ~* 'kitchen gadget set|chicken shredder' in last 8 weekly periods,needs_review
2026-07-05,amz_search_term,chicken shredder tool,CG-0026,rule_keyword,0.70,term ~* 'kitchen gadget set|chicken shredder' in last 8 weekly periods,needs_review
